generation_id,candidate_id,candidate_tag,receiver_height,r_min,packing,inner_bias,azimuth_multiplier,beta_deg,bubble_radius,delta,flat_receiver_radius,flat_receiver_tilt,min_tower_clearance,num_heliostats,radial_multiplier,split_threshold,fitnessValue
000,0178,HASL_000_0178,43.657931,22.950517,0.723643,0.215852,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.431126
000,0177,HASL_000_0177,50.103785,10.540540,0.577942,0.999824,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.414253
000,0176,HASL_000_0176,54.035611,11.161196,0.851543,0.629574,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.404692
000,0175,HASL_000_0175,66.921344,10.733317,0.599159,0.635015,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.351372
000,0174,HASL_000_0174,35.889994,17.037249,0.599488,0.462023,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.432895
000,0173,HASL_000_0173,56.529685,29.727742,0.753968,0.314615,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.411698
000,0172,HASL_000_0172,42.832528,24.404909,0.628754,0.008293,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.459866
000,0171,HASL_000_0171,62.448954,16.013367,0.883370,0.961430,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.380904
000,0170,HASL_000_0170,52.698430,29.330019,0.677567,0.951533,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.425191
000,0169,HASL_000_0169,49.063110,29.440251,0.858820,0.949107,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.442520
000,0168,HASL_000_0168,44.150184,18.558509,0.829606,0.559182,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.424242
000,0167,HASL_000_0167,58.662865,14.094732,0.642837,0.540532,1.000000,90.000000,5.800000,0.000000,0.865000,0.000000,5.000000,300.000000,1.000000,2.000000,0.389922
